match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
980963,2,Kings XI Punjab,Kolkata Knight Riders,11,6,DA Miller,GB Hogg,GJ Maxwell,1,0,1,,0,,,
1254080,2,Chennai Super Kings,Sunrisers Hyderabad,12,1,RD Gaikwad,Rashid Khan,F du Plessis,4,0,4,,0,,,
829735,1,Chennai Super Kings,Rajasthan Royals,14,4,MS Dhoni,JP Faulkner,DJ Bravo,4,0,4,,0,,,
336013,2,Kings XI Punjab,Chennai Super Kings,7,5,RR Sarwan,CK Kapugedera,SE Marsh,1,0,1,,0,,,
981001,2,Gujarat Lions,Kolkata Knight Riders,5,1,SK Raina,M Morkel,AJ Finch,6,0,6,,0,,,
1304076,1,Rajasthan Royals,Kolkata Knight Riders,5,6,JC Buttler,Shivam Mavi,D Padikkal,0,0,0,,0,,,
829805,1,Mumbai Indians,Kolkata Knight Riders,19,7,KA Pollard,UT Yadav,HH Pandya,1,0,1,,0,,,
548365,2,Pune Warriors,Rajasthan Royals,7,6,CJ Ferguson,SW Tait,SPD Smith,4,0,4,,0,,,
829781,2,Sunrisers Hyderabad,Kolkata Knight Riders,14,4,P Kumar,GB Hogg,KV Sharma,1,0,1,,0,,,
598065,2,Rajasthan Royals,Sunrisers Hyderabad,9,6,SR Watson,A Mishra,SV Samson,0,0,0,,0,,,
1216526,1,Kolkata Knight Riders,Mumbai Indians,3,1,Shubman Gill,JJ Bumrah,N Rana,0,0,0,,0,,,
1426305,2,Mumbai Indians,Lucknow Super Giants,12,2,HH Pandya,Ravi Bishnoi,Ishan Kishan,4,0,4,,0,,,
598040,1,Kolkata Knight Riders,Delhi Daredevils,10,1,R Bhatia,M Morkel,DB Das,1,0,1,,0,,,
1216507,1,Sunrisers Hyderabad,Rajasthan Royals,18,2,KS Williamson,JC Archer,PK Garg,1,1,2,noballs,0,,,
734037,2,Kolkata Knight Riders,Sunrisers Hyderabad,1,2,G Gambhir,DW Steyn,RV Uthappa,4,0,4,,0,,,
829741,1,Rajasthan Royals,Kings XI Punjab,9,3,AM Rahane,AR Patel,SR Watson,1,0,1,,0,,,
548326,2,Rajasthan Royals,Deccan Chargers,17,4,BJ Hodge,DT Christian,J Botha,1,0,1,,0,,,
1422133,1,Lucknow Super Giants,Royal Challengers Bengaluru,8,8,D Padikkal,Mohammed Siraj,Q de Kock,0,0,0,,1,D Padikkal,caught,Anuj Rawat
1359476,1,Punjab Kings,Kolkata Knight Riders,11,4,S Dhawan,SP Narine,JM Sharma,1,0,1,,0,,,
392228,2,Deccan Chargers,Kolkata Knight Riders,16,2,A Symonds,AB Agarkar,TL Suman,1,0,1,,1,TL Suman,run out,AB Agarkar
1254111,1,Rajasthan Royals,Punjab Kings,13,5,MK Lomror,AU Rashid,YBK Jaiswal,6,0,6,,0,,,
1359477,2,Delhi Capitals,Lucknow Super Giants,13,4,R Powell,Ravi Bishnoi,DA Warner,0,0,0,,1,R Powell,lbw,
335997,2,Mumbai Indians,Kolkata Knight Riders,11,6,DJ Bravo,M Kartik,RV Uthappa,4,0,4,,0,,,
1304111,1,Sunrisers Hyderabad,Mumbai Indians,4,6,RA Tripathi,JJ Bumrah,PK Garg,4,0,4,,0,,,
548343,2,Chennai Super Kings,Kings XI Punjab,19,1,JA Morkel,Azhar Mahmood,KMDN Kulasekara,0,0,0,,1,JA Morkel,caught,SE Marsh
598034,2,Kolkata Knight Riders,Chennai Super Kings,9,1,JH Kallis,R Ashwin,MS Bisla,1,0,1,,0,,,
548351,1,Mumbai Indians,Pune Warriors,9,5,RJ Peterson,M Kartik,SR Tendulkar,4,0,4,,0,,,
1304079,1,Mumbai Indians,Chennai Super Kings,4,5,Tilak Varma,Mukesh Choudhary,SA Yadav,0,0,0,,0,,,
734003,1,Rajasthan Royals,Chennai Super Kings,19,5,DH Yagnik,MM Sharma,KK Cooper,0,0,0,,0,,,
336001,2,Delhi Daredevils,Chennai Super Kings,15,1,S Dhawan,M Ntini,AB de Villiers,0,0,0,,0,,,
501228,2,Chennai Super Kings,Pune Warriors,6,6,S Badrinath,M Kartik,M Vijay,1,0,1,,0,,,
980943,2,Rising Pune Supergiants,Sunrisers Hyderabad,6,4,F du Plessis,Bipul Sharma,SPD Smith,6,0,6,,0,,,
1136586,2,Kolkata Knight Riders,Delhi Daredevils,12,6,Shubman Gill,TA Boult,AD Russell,0,0,0,,0,,,
829813,1,Delhi Daredevils,Royal Challengers Bangalore,19,1,SS Tiwary,MA Starc,JP Duminy,1,0,1,,0,,,
598012,2,Chennai Super Kings,Royal Challengers Bangalore,11,1,MS Dhoni,M Kartik,S Badrinath,1,0,1,,0,,,
419138,2,Deccan Chargers,Mumbai Indians,6,5,RG Sharma,Z Khan,A Symonds,1,0,1,,0,,,
1254060,2,Sunrisers Hyderabad,Kolkata Knight Riders,8,6,MK Pandey,PJ Cummins,JM Bairstow,0,0,0,,0,,,
1359481,1,Delhi Capitals,Gujarat Titans,15,5,SN Khan,J Little,AR Patel,1,0,1,,0,,,
829765,2,Kolkata Knight Riders,Chennai Super Kings,14,4,RN ten Doeschate,MM Sharma,YK Pathan,0,0,0,,0,,,
1304112,1,Lucknow Super Giants,Kolkata Knight Riders,17,2,Q de Kock,AD Russell,KL Rahul,6,0,6,,0,,,
1082645,2,Rising Pune Supergiant,Kings XI Punjab,6,5,SPD Smith,Swapnil Singh,AM Rahane,0,0,0,,0,,,
419135,2,Deccan Chargers,Kolkata Knight Riders,10,4,HH Gibbs,AD Mathews,A Symonds,1,0,1,,0,,,
1359496,2,Mumbai Indians,Kolkata Knight Riders,16,1,TH David,SN Thakur,SA Yadav,4,0,4,,0,,,
733991,2,Royal Challengers Bangalore,Kings XI Punjab,2,4,S Rana,Sandeep Sharma,PA Patel,0,0,0,,0,,,
392197,2,Kolkata Knight Riders,Mumbai Indians,1,2,CH Gayle,SL Malinga,BB McCullum,1,0,1,,0,,,
598001,2,Delhi Daredevils,Rajasthan Royals,14,1,MC Juneja,S Badree,DA Warner,1,0,1,,0,,,
1216501,2,Chennai Super Kings,Kolkata Knight Riders,7,2,AT Rayudu,KL Nagarkoti,SR Watson,0,0,0,,0,,,
1082608,1,Delhi Daredevils,Kolkata Knight Riders,12,1,SS Iyer,UT Yadav,KK Nair,1,0,1,,0,,,
1136609,2,Kolkata Knight Riders,Rajasthan Royals,1,1,SP Narine,BA Stokes,CA Lynn,0,0,0,,0,,,
1178418,2,Rajasthan Royals,Kolkata Knight Riders,14,2,R Parag,N Rana,S Gopal,1,0,1,,0,,,
419138,2,Deccan Chargers,Mumbai Indians,2,6,HH Gibbs,Harbhajan Singh,AC Gilchrist,2,0,2,,0,,,
1304102,2,Mumbai Indians,Kolkata Knight Riders,16,4,K Kartikeya,PJ Cummins,KA Pollard,0,1,1,wides,0,,,
501261,2,Kochi Tuskers Kerala,Chennai Super Kings,16,1,BJ Hodge,R Ashwin,RA Jadeja,0,1,1,legbyes,0,,,
980931,1,Royal Challengers Bangalore,Rising Pune Supergiants,12,5,V Kohli,Ankit Sharma,AB de Villiers,0,0,0,,0,,,
1254114,1,Delhi Capitals,Chennai Super Kings,15,6,SO Hetmyer,SN Thakur,RR Pant,1,0,1,,0,,,
392191,2,Kings XI Punjab,Royal Challengers Bangalore,1,5,K Goel,Pankaj Singh,RS Bopara,4,0,4,,0,,,
1426274,1,Kolkata Knight Riders,Royal Challengers Bengaluru,3,6,PD Salt,LH Ferguson,SP Narine,4,0,4,,0,,,
336035,1,Kings XI Punjab,Kolkata Knight Riders,8,2,SE Marsh,LR Shukla,KC Sangakkara,1,0,1,,0,,,
1254116,2,Kolkata Knight Riders,Delhi Capitals,12,2,VR Iyer,K Rabada,Shubman Gill,0,0,0,,1,VR Iyer,caught,SPD Smith
981017,2,Sunrisers Hyderabad,Gujarat Lions,2,5,MC Henriques,P Kumar,DA Warner,1,0,1,,0,,,
336002,1,Deccan Chargers,Royal Challengers Bangalore,2,5,AC Gilchrist,A Kumble,HH Gibbs,1,0,1,,0,,,
1136599,1,Sunrisers Hyderabad,Royal Challengers Bangalore,7,4,KS Williamson,MM Ali,MK Pandey,0,0,0,,0,,,
1304082,1,Royal Challengers Bangalore,Sunrisers Hyderabad,9,2,Shahbaz Ahmed,Umran Malik,HV Patel,0,0,0,,1,Shahbaz Ahmed,caught,N Pooran
1254078,1,Punjab Kings,Kolkata Knight Riders,9,4,MA Agarwal,M Prasidh Krishna,N Pooran,0,0,0,,0,,,
829719,1,Royal Challengers Bangalore,Sunrisers Hyderabad,19,2,VR Aaron,B Kumar,AN Ahmed,6,0,6,,0,,,
1254111,1,Rajasthan Royals,Punjab Kings,11,4,LS Livingstone,Arshdeep Singh,YBK Jaiswal,6,0,6,,0,,,
392216,1,Deccan Chargers,Kings XI Punjab,1,2,AC Gilchrist,IK Pathan,HH Gibbs,0,0,0,,0,,,
598042,2,Pune Warriors,Royal Challengers Bangalore,7,4,Yuvraj Singh,M Muralitharan,RV Uthappa,2,0,2,,0,,,
829813,2,Royal Challengers Bangalore,Delhi Daredevils,1,1,CH Gayle,Z Khan,V Kohli,0,0,0,,0,,,
1181768,1,Mumbai Indians,Chennai Super Kings,13,5,Ishan Kishan,RA Jadeja,KA Pollard,1,0,1,,0,,,
1216505,2,Delhi Capitals,Royal Challengers Bangalore,7,1,S Dhawan,Washington Sundar,AM Rahane,0,0,0,,0,,,
980995,1,Kolkata Knight Riders,Royal Challengers Bangalore,12,6,YK Pathan,Iqbal Abdulla,MK Pandey,2,0,2,,0,,,
336039,1,Kings XI Punjab,Chennai Super Kings,2,4,Yuvraj Singh,MS Gony,SE Marsh,2,0,2,,0,,,
733979,2,Kolkata Knight Riders,Rajasthan Royals,16,3,SA Yadav,JP Faulkner,Shakib Al Hasan,1,0,1,,0,,,
1082648,1,Sunrisers Hyderabad,Kolkata Knight Riders,11,1,KS Williamson,NM Coulter-Nile,DA Warner,1,0,1,,0,,,
336007,2,Deccan Chargers,Chennai Super Kings,15,1,SB Styris,JA Morkel,RG Sharma,1,0,1,,0,,,
548357,1,Delhi Daredevils,Kolkata Knight Riders,1,5,V Sehwag,PJ Sangwan,DA Warner,6,0,6,,0,,,
1254075,1,Kolkata Knight Riders,Rajasthan Royals,1,4,Shubman Gill,C Sakariya,N Rana,0,0,0,,0,,,
1304112,2,Kolkata Knight Riders,Lucknow Super Giants,5,2,N Rana,K Gowtham,SS Iyer,0,0,0,,0,,,
419163,1,Chennai Super Kings,Deccan Chargers,14,2,S Badrinath,PP Ojha,JA Morkel,6,0,6,,0,,,
598058,2,Rajasthan Royals,Chennai Super Kings,7,1,R Dravid,CH Morris,SR Watson,1,0,1,,0,,,
729309,2,Delhi Daredevils,Mumbai Indians,5,2,M Vijay,Harbhajan Singh,Q de Kock,0,1,1,legbyes,0,,,
1359481,2,Gujarat Titans,Delhi Capitals,5,6,HH Pandya,KK Ahmed,B Sai Sudharsan,0,0,0,,1,HH Pandya,caught,Abishek Porel
392215,2,Delhi Daredevils,Mumbai Indians,3,4,G Gambhir,DS Kulkarni,DA Warner,1,0,1,,0,,,
1426276,1,Mumbai Indians,Rajasthan Royals,0,6,SA Yadav,TA Boult,Ishan Kishan,0,0,0,,0,,,
335984,2,Delhi Daredevils,Rajasthan Royals,9,1,G Gambhir,YK Pathan,S Dhawan,0,0,0,,0,,,
1136606,1,Sunrisers Hyderabad,Chennai Super Kings,9,2,S Dhawan,DJ Bravo,KS Williamson,1,0,1,,0,,,
1359492,1,Punjab Kings,Gujarat Titans,14,2,SM Curran,MM Sharma,PBB Rajapaksa,1,0,1,,0,,,
419108,2,Delhi Daredevils,Kings XI Punjab,16,1,M Manhas,Yuvraj Singh,G Gambhir,0,0,0,,0,,,
1426287,1,Chennai Super Kings,Punjab Kings,16,6,RD Gaikwad,SM Curran,MM Ali,0,0,0,,0,,,
392200,1,Kings XI Punjab,Mumbai Indians,1,5,K Goel,SL Malinga,RS Bopara,0,0,0,,0,,,
335993,1,Kolkata Knight Riders,Chennai Super Kings,4,3,WP Saha,P Amarnath,SC Ganguly,0,0,0,,0,,,
1175361,1,Kolkata Knight Riders,Kings XI Punjab,1,3,SP Narine,CV Varun,CA Lynn,2,0,2,,0,,,
1082617,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,4,MK Pandey,YS Chahal,YK Pathan,1,0,1,,0,,,
336024,1,Mumbai Indians,Deccan Chargers,3,6,DJ Thornely,RP Singh,SR Tendulkar,0,0,0,,0,,,
1304097,2,Gujarat Titans,Mumbai Indians,3,1,WP Saha,RP Meredith,Shubman Gill,0,1,1,wides,0,,,
1082638,1,Mumbai Indians,Sunrisers Hyderabad,15,3,KA Pollard,Mohammed Siraj,RG Sharma,0,1,1,wides,0,,,
1359485,1,Rajasthan Royals,Delhi Capitals,3,4,YBK Jaiswal,KK Ahmed,JC Buttler,1,0,1,,0,,,
1216517,2,Kings XI Punjab,Mumbai Indians,3,2,MA Agarwal,JJ Bumrah,KL Rahul,0,0,0,,0,,,
829799,2,Kings XI Punjab,Sunrisers Hyderabad,16,6,DA Miller,B Kumar,AR Patel,0,0,0,,0,,,
598001,1,Rajasthan Royals,Delhi Daredevils,13,5,R Dravid,S Nadeem,STR Binny,1,0,1,,0,,,
1254097,2,Rajasthan Royals,Delhi Capitals,2,1,DA Miller,Avesh Khan,SV Samson,0,0,0,,0,,,
1304080,1,Rajasthan Royals,Delhi Capitals,18,4,SV Samson,Mustafizur Rahman,JC Buttler,1,0,1,,0,,,
548333,2,Delhi Daredevils,Pune Warriors,0,6,V Sehwag,AC Thomas,DPMD Jayawardene,0,0,0,,0,,,
336006,2,Kings XI Punjab,Royal Challengers Bangalore,9,4,SE Marsh,A Kumble,Yuvraj Singh,0,0,0,,0,,,
1426296,2,Punjab Kings,Royal Challengers Bengaluru,16,4,RD Chahar,Mohammed Siraj,Arshdeep Singh,1,0,1,,0,,,
1136583,1,Sunrisers Hyderabad,Mumbai Indians,6,6,YK Pathan,HH Pandya,KS Williamson,0,0,0,,0,,,
392196,1,Chennai Super Kings,Deccan Chargers,6,3,ML Hayden,RG Sharma,SK Raina,1,0,1,,0,,,
1082642,1,Delhi Daredevils,Rising Pune Supergiant,18,1,A Mishra,BA Stokes,KK Nair,0,0,0,,0,,,
419164,2,Royal Challengers Bangalore,Deccan Chargers,10,2,KP Pietersen,PP Ojha,R Dravid,1,0,1,,0,,,
1304110,1,Delhi Capitals,Punjab Kings,12,3,R Powell,RD Chahar,MR Marsh,0,0,0,,0,,,
1216518,1,Rajasthan Royals,Sunrisers Hyderabad,6,4,SV Samson,T Natarajan,BA Stokes,1,0,1,,0,,,
1359540,2,Rajasthan Royals,Punjab Kings,11,3,SO Hetmyer,Arshdeep Singh,YBK Jaiswal,0,0,0,,0,,,
733983,1,Mumbai Indians,Royal Challengers Bangalore,16,3,KA Pollard,MA Starc,RG Sharma,2,0,2,,0,,,
1082617,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,6,SP Narine,S Aravind,RV Uthappa,0,0,0,,0,,,
1082615,2,Rising Pune Supergiant,Sunrisers Hyderabad,19,6,MS Dhoni,S Kaul,MK Tiwary,4,0,4,,0,,,
598031,1,Kings XI Punjab,Kolkata Knight Riders,6,6,AC Gilchrist,JH Kallis,M Vohra,0,0,0,,0,,,
1082629,2,Rising Pune Supergiant,Gujarat Lions,9,5,BA Stokes,RA Jadeja,MS Dhoni,2,0,2,,0,,,
1359543,2,Mumbai Indians,Sunrisers Hyderabad,13,4,C Green,Mayank Dagar,SA Yadav,1,0,1,,0,,,
336013,1,Chennai Super Kings,Kings XI Punjab,0,4,S Vidyut,S Sreesanth,SP Fleming,4,0,4,,0,,,
598006,1,Mumbai Indians,Delhi Daredevils,16,2,RG Sharma,M Morkel,KA Pollard,0,0,0,,0,,,
1254077,1,Delhi Capitals,Sunrisers Hyderabad,2,4,PP Shaw,S Kaul,S Dhawan,0,0,0,,0,,,
419163,2,Deccan Chargers,Chennai Super Kings,9,6,A Symonds,JA Morkel,HH Gibbs,1,0,1,,0,,,
1082643,1,Gujarat Lions,Sunrisers Hyderabad,17,4,RA Jadeja,B Kumar,Ankit Soni,4,0,4,,0,,,
598064,1,Royal Challengers Bangalore,Kings XI Punjab,16,5,AB de Villiers,P Awana,V Kohli,1,0,1,,0,,,
419139,1,Kolkata Knight Riders,Kings XI Punjab,5,4,SC Ganguly,J Theron,CH Gayle,0,0,0,,0,,,
598060,1,Sunrisers Hyderabad,Mumbai Indians,16,2,GH Vihari,SL Malinga,CL White,1,0,1,,0,,,
1136612,2,Chennai Super Kings,Delhi Daredevils,18,5,RA Jadeja,HV Patel,DJ Bravo,0,0,0,,0,,,
1426272,1,Chennai Super Kings,Lucknow Super Giants,1,3,AM Rahane,Mohsin Khan,RD Gaikwad,1,0,1,,0,,,
1304098,2,Rajasthan Royals,Punjab Kings,11,5,YBK Jaiswal,RD Chahar,D Padikkal,2,0,2,,0,,,
1136592,2,Rajasthan Royals,Delhi Daredevils,0,1,DJM Short,S Nadeem,JC Buttler,1,0,1,,0,,,
1422138,2,Delhi Capitals,Mumbai Indians,3,5,Abishek Porel,R Shepherd,PP Shaw,1,0,1,,0,,,
980963,1,Kolkata Knight Riders,Kings XI Punjab,11,5,RV Uthappa,AR Patel,G Gambhir,0,1,1,legbyes,0,,,
980955,2,Gujarat Lions,Kings XI Punjab,15,1,JP Faulkner,MM Sharma,P Kumar,4,0,4,,0,,,
1136572,2,Chennai Super Kings,Kings XI Punjab,8,6,AT Rayudu,R Ashwin,MS Dhoni,0,1,1,wides,0,,,
1136611,1,Royal Challengers Bangalore,Sunrisers Hyderabad,9,5,MM Ali,Sandeep Sharma,AB de Villiers,6,0,6,,0,,,
1304101,1,Chennai Super Kings,Delhi Capitals,9,6,DP Conway,Kuldeep Yadav,RD Gaikwad,4,0,4,,0,,,
392210,1,Rajasthan Royals,Kings XI Punjab,18,1,LA Carseldine,S Sreesanth,RA Jadeja,1,1,2,noballs,0,,,
1426302,2,Lucknow Super Giants,Delhi Capitals,6,6,N Pooran,Kuldeep Yadav,A Badoni,0,0,0,,0,,,
1254064,1,Delhi Capitals,Rajasthan Royals,10,6,RR Pant,R Tewatia,Lalit Yadav,4,0,4,,0,,,
981011,2,Royal Challengers Bangalore,Delhi Daredevils,7,5,KL Rahul,A Mishra,V Kohli,4,0,4,,0,,,
548335,1,Deccan Chargers,Kolkata Knight Riders,1,2,S Dhawan,B Lee,KC Sangakkara,0,0,0,,0,,,
829785,1,Royal Challengers Bangalore,Kings XI Punjab,15,2,AB de Villiers,Anureet Singh,CH Gayle,1,0,1,,0,,,
829811,1,Rajasthan Royals,Kolkata Knight Riders,9,5,SPD Smith,PP Chawla,SR Watson,0,0,0,,0,,,
598017,2,Royal Challengers Bangalore,Delhi Daredevils,19,3,R Vinay Kumar,IK Pathan,R Rampaul,1,0,1,,0,,,
548365,1,Rajasthan Royals,Pune Warriors,9,5,SR Watson,M Kartik,AM Rahane,6,0,6,,0,,,
980997,2,Rising Pune Supergiants,Delhi Daredevils,9,3,GJ Bailey,A Mishra,AM Rahane,1,0,1,,0,,,
980943,2,Rising Pune Supergiants,Sunrisers Hyderabad,2,1,SPD Smith,B Kumar,F du Plessis,1,0,1,,0,,,
392226,1,Delhi Daredevils,Kings XI Punjab,15,5,MF Maharoof,WA Mota,KD Karthik,2,0,2,,0,,,
1304061,1,Delhi Capitals,Lucknow Super Giants,14,6,RR Pant,Ravi Bishnoi,SN Khan,4,0,4,,0,,,
598041,2,Kings XI Punjab,Chennai Super Kings,9,1,SE Marsh,CH Morris,DJ Hussey,0,0,0,,0,,,
1178415,1,Rajasthan Royals,Delhi Capitals,13,5,BA Stokes,AR Patel,AM Rahane,0,0,0,,0,,,
1082646,2,Delhi Daredevils,Royal Challengers Bangalore,14,5,CJ Anderson,SR Watson,RR Pant,1,0,1,,0,,,
1178403,2,Royal Challengers Bangalore,Kings XI Punjab,12,5,AB de Villiers,SM Curran,V Kohli,4,0,4,,0,,,
1136609,1,Rajasthan Royals,Kolkata Knight Riders,12,1,BA Stokes,Shivam Mavi,K Gowtham,0,0,0,,0,,,
1082609,2,Kings XI Punjab,Sunrisers Hyderabad,7,1,M Vohra,S Kaul,EJG Morgan,1,0,1,,0,,,
501220,2,Rajasthan Royals,Kings XI Punjab,14,4,AS Raut,R McLaren,AL Menaria,0,0,0,,0,,,
829779,1,Chennai Super Kings,Royal Challengers Bangalore,7,3,SK Raina,HV Patel,F du Plessis,0,0,0,,0,,,
829727,2,Rajasthan Royals,Sunrisers Hyderabad,19,5,STR Binny,P Kumar,JP Faulkner,1,0,1,,0,,,
1426277,1,Chennai Super Kings,Lucknow Super Giants,8,1,RA Jadeja,KH Pandya,RD Gaikwad,0,0,0,,0,,,
829745,2,Royal Challengers Bangalore,Chennai Super Kings,6,3,KD Karthik,MM Sharma,V Kohli,1,0,1,,0,,,
548359,1,Kings XI Punjab,Deccan Chargers,11,3,DJ Hussey,V Pratap Singh,Mandeep Singh,0,0,0,,0,,,
1304055,2,Mumbai Indians,Rajasthan Royals,2,2,Anmolpreet Singh,TA Boult,Ishan Kishan,1,0,1,,0,,,
1254061,1,Punjab Kings,Rajasthan Royals,16,7,DJ Hooda,C Sakariya,KL Rahul,4,0,4,,0,,,
392226,1,Delhi Daredevils,Kings XI Punjab,1,4,V Sehwag,IK Pathan,G Gambhir,0,0,0,,0,,,
501224,2,Deccan Chargers,Mumbai Indians,4,3,KC Sangakkara,AN Ahmed,S Dhawan,2,0,2,,0,,,
1136598,1,Rajasthan Royals,Kings XI Punjab,0,6,JC Buttler,R Ashwin,AM Rahane,0,0,0,,0,,,
1304090,1,Rajasthan Royals,Mumbai Indians,5,1,SV Samson,RP Meredith,JC Buttler,1,0,1,,0,,,
336033,2,Chennai Super Kings,Rajasthan Royals,16,6,MS Dhoni,MM Patel,JA Morkel,4,0,4,,0,,,
598047,2,Rajasthan Royals,Pune Warriors,0,3,R Dravid,B Kumar,AM Rahane,0,0,0,,0,,,
501212,2,Kings XI Punjab,Deccan Chargers,0,6,PC Valthaty,DW Steyn,AC Gilchrist,0,0,0,,0,,,
335984,1,Rajasthan Royals,Delhi Daredevils,8,1,RA Jadeja,R Bhatia,M Kaif,0,0,0,,0,,,
392191,2,Kings XI Punjab,Royal Challengers Bangalore,6,6,RS Bopara,JH Kallis,KC Sangakkara,4,0,4,,0,,,
598046,2,Chennai Super Kings,Mumbai Indians,0,3,MEK Hussey,MG Johnson,M Vijay,2,0,2,,0,,,
548319,1,Pune Warriors,Kings XI Punjab,11,5,M Manhas,PP Chawla,RV Uthappa,4,0,4,,0,,,
392198,2,Rajasthan Royals,Delhi Daredevils,9,6,RA Jadeja,TM Dilshan,GC Smith,0,0,0,,0,,,
1359503,1,Sunrisers Hyderabad,Chennai Super Kings,18,3,M Jansen,TU Deshpande,Washington Sundar,1,0,1,,0,,,
1216524,1,Sunrisers Hyderabad,Delhi Capitals,14,4,MK Pandey,A Nortje,KS Williamson,0,0,0,,0,,,
419135,1,Kolkata Knight Riders,Deccan Chargers,9,5,SC Ganguly,Harmeet Singh,DJ Hussey,4,0,4,,0,,,
501244,1,Royal Challengers Bangalore,Kings XI Punjab,18,6,AB de Villiers,R McLaren,M Kaif,1,0,1,,0,,,
1359482,1,Punjab Kings,Rajasthan Royals,7,2,P Simran Singh,YS Chahal,S Dhawan,2,0,2,,0,,,
1178426,2,Sunrisers Hyderabad,Mumbai Indians,7,5,MK Pandey,KH Pandya,V Shankar,1,0,1,,0,,,
1175368,2,Delhi Capitals,Kings XI Punjab,1,4,SS Iyer,SM Curran,S Dhawan,4,0,4,,0,,,
1216526,2,Mumbai Indians,Kolkata Knight Riders,3,4,RG Sharma,PJ Cummins,Q de Kock,0,0,0,,0,,,
1136615,1,Delhi Daredevils,Mumbai Indians,8,6,SS Iyer,M Markande,RR Pant,0,0,0,,1,SS Iyer,caught,KH Pandya
829773,2,Chennai Super Kings,Sunrisers Hyderabad,11,7,F du Plessis,P Kumar,MS Dhoni,4,0,4,,0,,,
335990,2,Rajasthan Royals,Deccan Chargers,4,2,YK Pathan,WPUJC Vaas,GC Smith,6,0,6,,0,,,
1359499,1,Mumbai Indians,Sunrisers Hyderabad,13,1,Tilak Varma,M Markande,C Green,0,0,0,,0,,,
1426277,2,Lucknow Super Giants,Chennai Super Kings,6,2,MP Stoinis,MM Ali,D Padikkal,1,0,1,,0,,,
1254103,1,Rajasthan Royals,Royal Challengers Bangalore,11,2,SV Samson,GHS Garton,MK Lomror,1,0,1,,0,,,
548307,2,Delhi Daredevils,Kolkata Knight Riders,1,2,AJ Finch,M de Lange,V Sehwag,1,0,1,,0,,,
1304063,2,Sunrisers Hyderabad,Chennai Super Kings,12,3,Abhishek Sharma,Mukesh Choudhary,RA Tripathi,0,0,0,,0,,,
1136616,2,Chennai Super Kings,Kings XI Punjab,10,4,DL Chahar,R Ashwin,SK Raina,1,0,1,,0,,,
1359537,2,Mumbai Indians,Lucknow Super Giants,9,1,Ishan Kishan,Ravi Bishnoi,RG Sharma,2,0,2,,0,,,
501252,2,Royal Challengers Bangalore,Rajasthan Royals,10,2,V Kohli,SK Warne,CH Gayle,0,0,0,,0,,,
1359536,1,Gujarat Titans,Sunrisers Hyderabad,5,4,Shubman Gill,T Natarajan,B Sai Sudharsan,0,0,0,,0,,,
729283,2,Kings XI Punjab,Chennai Super Kings,14,3,GJ Maxwell,R Ashwin,DA Miller,0,1,1,wides,0,,,
1304068,1,Chennai Super Kings,Royal Challengers Bangalore,11,1,S Dube,Shahbaz Ahmed,RV Uthappa,1,0,1,,0,,,
548343,2,Chennai Super Kings,Kings XI Punjab,19,6,R Ashwin,Azhar Mahmood,KMDN Kulasekara,2,0,2,,0,,,
729283,1,Chennai Super Kings,Kings XI Punjab,17,4,SK Raina,MG Johnson,MS Dhoni,1,0,1,,0,,,
1254080,2,Chennai Super Kings,Sunrisers Hyderabad,16,3,RA Jadeja,KK Ahmed,SK Raina,0,0,0,,0,,,
1175363,2,Sunrisers Hyderabad,Rajasthan Royals,7,4,JM Bairstow,K Gowtham,DA Warner,1,0,1,,0,,,
548379,1,Chennai Super Kings,Mumbai Indians,1,2,SK Raina,DS Kulkarni,MEK Hussey,0,0,0,,1,SK Raina,bowled,
980913,1,Kings XI Punjab,Delhi Daredevils,8,3,GJ Maxwell,A Mishra,M Vohra,0,0,0,,0,,,
829747,2,Mumbai Indians,Delhi Daredevils,19,1,SL Malinga,AD Mathews,Harbhajan Singh,4,0,4,,0,,,
1426310,1,Royal Challengers Bengaluru,Rajasthan Royals,7,1,V Kohli,YS Chahal,C Green,0,0,0,,0,,,
734017,2,Rajasthan Royals,Mumbai Indians,3,3,SR Watson,KA Pollard,KK Nair,4,0,4,,0,,,
829715,2,Rajasthan Royals,Delhi Daredevils,17,3,DJ Hooda,NM Coulter-Nile,JP Faulkner,4,0,4,,0,,,
392202,1,Chennai Super Kings,Rajasthan Royals,13,2,SK Raina,SK Warne,MS Dhoni,0,0,0,,0,,,
392230,2,Rajasthan Royals,Delhi Daredevils,13,4,AS Raut,MF Maharoof,J Botha,2,0,2,,0,,,
419119,2,Royal Challengers Bangalore,Mumbai Indians,19,1,JH Kallis,DJ Bravo,EJG Morgan,4,0,4,,0,,,
1216500,2,Rajasthan Royals,Delhi Capitals,4,2,SPD Smith,R Ashwin,YBK Jaiswal,1,0,1,,0,,,
419137,2,Rajasthan Royals,Chennai Super Kings,18,3,AA Jhunjhunwala,DE Bollinger,NV Ojha,0,0,0,,1,AA Jhunjhunwala,caught,SK Raina
